Body ID,headProcessed,Stance
1589,islam state claim have behead us journalist wright foley,discuss
1589,pga tour pro claim tiger wood is current suspend for ped compar him armstrong,unrelated
1589,islam state in video titl america behead american journalist wright foley who wa kidnap in,agree
1589,robot secur guard now patrol microsoft silicon valley,unrelated
1589,break isi behead american journalist wright foley,agree
1589,miss american journalist behead by islam state,discuss
1589,pure evil islam state behead american journalist wright foley,agree
1589,isi claim behead us journalist,discuss
1589,isi behead american wright foley threaten more come,agree
1589,isi behead journalist foley post,agree
1589,tiger wood serv secret ped,unrelated
1589,strike in expert,unrelated
1589,isi behead photojournalist wright foley in us end it in iraq,agree
1589,tour agent tiger wood not ban,unrelated
1589,tiger wood ped pga tour alleg retract by dan olsen,unrelated
1589,wright foley kidnap journalist appar execut by isi,discuss
1589,group say it kill american journalist in syria,discuss
1589,isi appear behead abduct american journalist wright foley in graphic video,discuss
1589,comcast say you can keep your tor,unrelated
1589,comcast is threaten cut off custom who use tor the web browser for,unrelated
1589,islam state claim have behead american journalist,discuss
1589,isi appear behead american photojournalist in video,discuss
1589,isi behead american photojournalist in iraq,discuss
1589,islam post video claim show behead journalist,discuss
1589,fear journalist wright foley behead by islam state jihadist in unit state,discuss
1590,islam state use ga against iraqi secur forc,discuss
1590,isi attack on secur forc confirm iraq offici,discuss
1590,report islam state use ga against iraqi forc,discuss
1590,is kill iraqi soldier with ga,agree
1590,break isi use weapon murder iraqi soldier in ga attack,agree
1590,condemn crime in area,agree
1590,urgent isi kill iraqi soldier by ga attack in,agree
1590,islam state accus use ga on iraqi soldier,discuss
1590,iraq us probe isi attack on iraqi secur personnel,discuss
1592,student accident set on fire dure firework propos,agree
1592,the unluckiest man in the world set hi on fire with firework propos,agree
1592,blunder boyfriend burn down after tri impress hi girlfriend with propos,agree
1594,report near the capit impact but expert includ nasa cast doubt on claim,agree
1594,small strike in capit citi,disagree
1594,small strike govern say,discuss
1594,not nasa suggest,agree
1594,leav crater in capit,disagree
1594,doubt cast over claim,agree
1594,ask for help investig crater,disagree
1594,meteor leav crater near airport,disagree
1594,strike capit creat crater,disagree
1594,small strike govern say,discuss
1594,small hit,disagree
1594,impact may be,agree
1594,rare impact caus blast in capit,disagree
1594,nasa question whether crater in caus by,agree
1594,leav crater in capit,disagree
1594,make big crater in govern say,disagree
1594,nasa rais doubt about report,agree
1594,question rais over,discuss
1594,strike in expert,disagree
1595,have kim be ban from futur,unrelated
1595,kim sister run korea,unrelated
1595,west bar from all futur award show,unrelated
1595,analyst appl watch edit could cost,discuss
1595,the gold appl watch edit could set you back whop,discuss
1595,ban,unrelated
1595,relax wasn t arrest expos as man,unrelated
1595,appl watch gold edit may cost as much as,discuss
1597,isi claim have intercept from airdrop,discuss
1597,accident deliv weapon the islam state by airdrop say,discuss
1597,kim be so fat from eat that he ha break hi,unrelated
1597,nun who have no idea she wa pregnant give birth after go with stomach pain,unrelated
1597,nun give birth surpris babi after complain stomach pain,unrelated
1597,isi claim it ha us airdrop weapon,discuss
1597,us probe claim isi fighter airdrop weapon mean for,discuss
1597,wayward sister nun the wiser about babi,unrelated
1597,nun who give birth babi boy after suffer stomach pain no idea she wa pregnant,unrelated
1597,new isi video show weapon airdrop by us near,agree
1597,isi fighter weapon airdrop mean for,agree
1597,cloister nun ha stomach ach give birth babi,unrelated
1597,turkish leader say airdrop aid isi,agree
1597,not come store near you the pumpkin spice condom,unrelated
1597,isi video america s air drop weapon now in our hand,discuss
1597,video islam state claim have us weapon airdrop near koban,discuss
1597,pentagon weapon by,agree
1597,nun complain stomach pain later give birth babi boy,unrelated
1597,nun give birth surpris babi after complain stomach pain,unrelated
1597,nun complain stomach pain give birth sister who have idea she wa pregnant ha babi boy at in,unrelated
1597,cloister nun give birth babi the convent there be sister,unrelated
1597,cold turkey,agree
1597,nun give birth intend keep babi,unrelated
1597,more american weapon for isi,agree
1597,nun give birth babi boy after suffer stomach pain,unrelated
1597,nun who give birth have no idea she wa pregnant,unrelated
1597,pentagon isi get weapon packag,agree
1597,nun surpris babi after complain stomach pain,unrelated
1597,turkish presid say american weapon drop for kurdish fighter wa after end up in the hand isi,agree
1598,rapper as foley execution report,discuss
1598,foley killer jihadi john believ be former london rapper bari,discuss
1598,want gold appl watch all you need be,unrelated
1598,bari in foley behead london rapper song help him,discuss
1598,london artist bari key suspect in hunt for killer american journalist foley,discuss
1598,foley execution say as british rapper read more foley execution say as british rapper,discuss
1598,gateway pundit,discuss
1598,rumor stainless steel appl watch will cost gold,unrelated
1598,uk spi foley s killer bari key suspect,discuss
1598,claim steel appl watch start at gold at,unrelated
1598,report british ha foley killer,discuss
1598,us uk eye rapper as who behead journalist foley,discuss
1598,rumor gold appl watch edit price up steel version at will debut on,unrelated
1598,report appl watch start at in stainless steel thousand for gold model,unrelated
1598,appl watch price will you spend for gold edit for stainless steel,unrelated
1598,senior western offici confirm london rapper bari is suspect in the foley kill,discuss
1598,bari emerg as suspect in foley behead,discuss
1598,rapper be main suspect in search for isi jihadist who behead foley,discuss
1598,appl watch price start at for stainless steel for gold,unrelated
1598,jinni bari uk rapper suspect in foley kill report,discuss
1598,bari london rapper as isi who behead foley,discuss
1598,foley behead london rapper turn jihadist believ be under investig for murder journalist in syria,discuss
1598,rapper as foley execution report,discuss
1598,stainless steel appl watch could cost just but gold will be time as pricey,unrelated
1598,appl watch stainless steel variant price at for the gold variant,unrelated
1598,nasa confirm earth will experi day total dark in,unrelated
1598,former british rapper under investig for foley behead,discuss
1599,north dakota name after obama,unrelated
1599,thi guy pay off hi parent for,discuss
1599,north dakota pay special presid obama,unrelated
1599,son pay off hi parent for,discuss
1599,thi man pay off hi parent for video,discuss
1599,son pay off hi parent in video,discuss
1599,video show son reveal he s pay off parent s as gift,discuss
1599,video son stun parent by pay off their as surpris,discuss
1602,tropic spider burrow under man skin through appendix scar live there for three day,discuss
1602,bali,discuss
1602,spider burrow through tourist stomach up into hi chest,discuss
1602,no spider do not crawl through man bodi for sever day,discuss
1602,dylan find tropic spider burrow under skin,discuss
1602,spider burrow into appendix scar crawl through wa man bodi,discuss
1602,the guy who say spider burrow under hi skin expert,discuss
1602,expert cast doubt on man dylan s burrow,discuss
1602,tropic spider under man skin through scar video report,discuss
1602,tropic spider burrow under bali tourist skin,discuss
1602,bali spider burrow under aussi s chest,discuss
1602,tropic spider burrow under man skin live there for three day,discuss
1602,spider burrow into australian man appendix scar video,discuss
1602,local discov spider have burrow under hi skin on bali holiday,discuss
1603,haram claim by nigeria govern,unrelated
1603,more than kidnap nigerian girl be releas after deal reach with haram,unrelated
1603,nigeria miss girl be releas by haram govern aid claim,unrelated
1603,nigeria haram reach deal kidnap girl go free offici say,unrelated
1603,six month after abduct nigerian schoolgirl haram want free them,unrelated
1603,haram it ha agre,unrelated
1603,kill in nigeria despit alleg truce with haram,unrelated
1603,haram releas abduct schoolgirl as part agreement,unrelated
1603,nigeria haram blame for raid despit truce claim,unrelated
1603,haram doubt after attack report in nigeria,unrelated
1603,haram claim have german,unrelated
1603,custom be complain that the phone is rip out their hair,unrelated
1603,do kim take kim jong un s role north korea ill health rumor be fabric,unrelated
1603,haram leader say he marri off kidnap girl,unrelated
1603,who say report suspect ebola case in iraq be,unrelated
1603,kidnap nigerian schoolgirl govern claim deal with haram that will bring miss girl home,unrelated
1603,continu put haram in,unrelated
1603,man know as jihadi john is as,unrelated
1603,nigeria hope for return kidnap schoolgirl rise after report,unrelated
1603,jinni bari uk rapper suspect in foley kill report,unrelated
1603,nigeria claim deal with haram on kidnap girl,unrelated
1603,that haram in nigeria isn t,unrelated
1603,nigerian doubt girl releas after haram breach,unrelated
1603,nigeria say it ha deal with haram releas kidnap girl,unrelated
1603,report former basebal star jose accident shoot at home,unrelated
1603,ebola patient show symptom after appar eric duncan contact,unrelated
1603,haram agre releas school girl,unrelated
1603,haram could releas kidnap girl nigerian offici say,unrelated
1603,hope fade for girl releas after haram breach,unrelated
1603,nbc weatherman catch in the wood live on air,unrelated
1603,nigeria say agre with haram,unrelated
1603,photo oper by north vet on goldfish,unrelated
1603,tourist wake find red trail on hi stomach discov spider ha burrow through hi appendix scar crawl under hi skin while on holiday in bali,unrelated
1603,castro is dead accord viral twitter rumor,unrelated
1603,swap for have contact,unrelated
1603,govern fire employe who skip work for year,unrelated
1603,haram truce releas kidnap schoolgirl,unrelated
1603,haram kidnap girl have be marri off truce never happen,unrelated
1603,despit announc new haram attack report,unrelated
1603,eat through the poop on the keyboard rat be over new world trade center offic anna longer want work there,unrelated
1603,north korea direct reveal appar ban on share kim s name,discuss
1603,nigeria announc truce with haram fate schoolgirl unclear,unrelated
1603,nigeria claim haram will releas the kidnap schoolgirl,unrelated
1603,plumber truck on front line syria war,unrelated
1603,boom in,unrelated
1603,man slap shopper around head for,unrelated
1603,priest dead for minut is hi revel about god be even more shock,unrelated
1603,nigeria say haram may lead releas kidnap girl,unrelated
1603,north korea ban share kim jong un name,discuss
1603,nyc high school student teen wolf make million on stock market,unrelated
1603,haram say kidnap girl be now marri,unrelated
1603,haram truce say kidnap girl have be marri off,unrelated
1603,no one in north korea is allow share kim jong un name,discuss
1603,nigeria haram girl releas,unrelated
1603,haram nigeria claim,unrelated
1603,haram leader deal say abduct girl marri off,unrelated
1603,haram ignor as flare in state,unrelated
1603,nigeria say it strike with haram but be they talk the right guy,unrelated
1603,report haram may releas schoolgirl as part deal,unrelated
1603,haram truce say kidnap girl marri,unrelated
1603,haram abduct nigerian schoolgirl be releas offici say,unrelated
1605,cnn air alleg audio from michael brown shoot,discuss
1605,vice guid spend on dinner,unrelated
1605,alleg audio michael brown shoot releas,discuss
1605,is kill iraqi soldier with ga,unrelated
1605,do not forget tip if you spend,unrelated
1605,is the alleg audio the gunshot that kill michael brown hoax,discuss
1605,priest dead for minut is hi revel about god be even more shock,unrelated
1605,dead for minut thi priest claim god be femal,unrelated
1605,woman stay in kfc for week get over her,unrelated
1605,cnn play alleg record michael brown shoot,discuss
1605,hoax priest who never exist claim he die saw femal god,unrelated
1605,priest die wake up claim god is woman huh,unrelated
1605,vice ceo throw down on lavish vega dinner,unrelated
1605,attorney new audio reveal paus in when michael brown wa shoot,discuss
1605,audio at time michael brown shoot say,discuss
1605,vice media ceo shane smith spend on la vega dinner report,unrelated
1605,net extra priest claim god be femal,unrelated
1605,woman say she hasn t be by isi,unrelated
1605,video servic time cnn audio record,discuss
1605,vice ceo shane smith spend on steak dinner at ce,unrelated
1605,michael brown shoot audio catch on tape,discuss
1605,new audio record from ferguson may michael brown shoot,discuss
1605,net extra priest claim god be femal,unrelated
1605,an audio record the michael brown shoot ha,discuss
1605,priest who die for minut say he meet god she s woman,unrelated
1605,cnn play chill audio record from michael brown shoot at least shoot,discuss
1605,dead for minut priest claim god be femal,unrelated
1605,god be priest who die for minut claim,unrelated
1605,audio in michael brown case by app,discuss
1605,priest claim see god as woman dismiss as hoax,unrelated
1605,an audio record the michael brown shoot ha,discuss
1605,castro rumor sweep internet but no sign in cuba,unrelated
1605,kim drink rare snake wine boost love life,unrelated
1605,priest claim god is femal after clinic dead experi,unrelated
1605,jess smith claim she wa babi what do she get pay,unrelated
1605,priest die for min wake up claim god be woman,unrelated
1605,ferguson riot audio may have michael brown shoot,discuss
1605,new audio reveal paus in when michael brown wa shoot attorney,discuss
1605,report exec pop for dinner after run at blackjack,unrelated
1605,that about priest dy see god as woman come back life it s almost fake,unrelated
1605,haram truce say kidnap girl marri,unrelated
1605,somalia shebab chief ahm like dead in us strike,unrelated
1605,open first physic store in manhattan dj,unrelated
1605,alleg audio michael brown shoot ha,discuss
1605,mort pendant minut un affirm que dieu est une,unrelated
1605,thi letter parent from lego set contain an import for gender equal,unrelated
1605,cnn post alleg audio michael brown shoot,discuss
1605,vice media chief say pay for dinner for,unrelated
1605,cnn play alleg michael brown polic,discuss
1605,priest die for minut come back life claim god is femal,unrelated
1605,shoot hear in alleg brown shoot record audio,discuss
1605,god is woman resurrect father,unrelated
1605,vice shane smith drop on vega dinner,unrelated
1605,what they earn vice ceo shane smith s steak dinner,unrelated
1605,hoax alert father o neal who ha meet god think she s woman is make up just like god herself,unrelated
1605,report secret servic lie about white hous jumper,unrelated
1605,audio record at least shoot fire in michael brown kill,discuss
1605,vice squad s win light up la vega,unrelated
1605,audio record moment michael brown wa shoot,discuss
1605,vice media s ceo blow on dinner vega casino boss blab about it,unrelated
1606,islam state train pilot mig fighter plane say monitor group,discuss
1606,sing polar bear face asbo after complaint,unrelated
1606,islam state have be over syrian airport wit say,discuss
1606,turkey farm with ebola over holiday turkey infect,unrelated
1606,isi syria new iraqi pilot isi fighter plane,discuss
1606,islam state train fighter pilot in jet monitor group say,discuss
1606,brian william demand from social media over report video,unrelated
1606,islam state behead miss american journalist wright foley,unrelated
1606,saddam hussein s pilot train islam state group,discuss
1606,no polar bear be not about be give an asbo,unrelated
1606,ub survey find consum want expect appl watch sale in fiscal,unrelated
1606,carol toy in by council,unrelated
1606,islam state may have fighter jet now after mig,discuss
1606,islam state train pilot in jet monitor say,discuss
1606,mark turn out be tropic spider burrow under vacation skin,unrelated
1606,turkey recal bird usda debunk the hoax,unrelated
1606,islam state three jet in syria monitor,discuss
1606,turkey farm with ebola over holiday turkey infect,unrelated
1606,islam state pilot fighter jet,discuss
1606,hoax report claim turkey infect with ebola,unrelated
1606,polar bear threaten with asbo for sing song,unrelated
1608,islam state train fighter pilot in jet monitor group say,discuss
1608,ha thi woman fall victim cruel onlin hoax adult video claim show teacher have sex with pupil be not all it seem,unrelated
1608,haram abduct nigerian schoolgirl be releas offici say,unrelated
1608,islam state train pilot mig fighter plane say monitor group,discuss
1608,islam state may have fighter jet now after mig,discuss
1608,the imag that everyon is share by is not by but it,unrelated
1608,islam state pilot fighter jet,discuss
1608,isi syria new iraqi pilot isi fighter plane,discuss
1608,us marin headshot in afghanistan,unrelated
1608,thi woman is be call sexual after her privat sex tape wa use for hoax,unrelated
1608,teacher suspend after sex session with teen pupil end up on porn websit,unrelated
1608,femal teacher face sack after make sex tape with,unrelated
1608,saddam hussein s pilot train islam state group,discuss
1608,rumor appl shoot for hour appl watch life under normal condit hour use,unrelated
1608,audio record at least shoot fire in michael brown kill,unrelated
1608,islam state train pilot in jet monitor say,discuss
1608,teacher sex tape expos as fake after internet detect trace the origin clip,unrelated
1608,islam state have be over syrian airport wit say,discuss
1608,islam state fighter train jet watchdog,discuss
1608,boy film sex with teacher then upload it,unrelated
1608,sex tape hoax viral video featur student not boy,unrelated
1608,islam state three jet in syria monitor,discuss
1610,pentagon somali terror group leader kill in,discuss
1610,kill islam al shabab terrorist leader in somalia,agree
1610,leader somali group is dead say,discuss
1610,confirm kill by us air strike in somalia,agree
1610,somalia shebab chief ahm like dead in us strike,discuss
1610,terror group leader kill in,agree
1610,leader who order kenya mall believ kill in us drone attack in somalia,discuss
1610,pentagon kill terror leader in somalia,agree
1610,terror leader ahm kill in strike,agree
1610,pentagon confirm leader kill in in somalia,agree
1610,rebel leader kill in strike somali govern,agree
1610,us confirm death somalia terror group leader,agree
1611,say viral video homeless man wa stage,discuss
1611,homeless man who after spend on food for hi beggar friend get surpris meal night in hotel in new video but be it all hoax by prankster,discuss
1611,homeless man receiv then shock everyon with how he spend it,discuss
1611,you will never guess how homeless man spend the touch video,discuss
1611,wa the video that homeless man do good deed with all an hoax,discuss
1611,josh paler lin give homeless man follow him see how he spend it,discuss
1611,homeless man who receiv meal hotel stay after spend on food for friend insist it wa not hoax despit new wit insist there wa no way he could have be film,discuss
1611,viral video that net in be bullshit,discuss
1611,do josh paler lin stage hi viral video about help the homeless,discuss
1611,see it california homeless man use gift give food other,discuss
1611,see how thi homeless man spend dollar keep handi video,discuss
1611,after give homeless man thi guy film him,discuss
1613,miss mexican student find in mass grave,discuss
1613,be miss student in mass grave find near mexico,discuss
1613,miss mexico student not among bodi find in mass grave,discuss
1613,discov mass grave link miss mexican student,discuss
1613,mexico hit by student at least protest up murder dump in mass grave anoth be miss,discuss
1613,mexico say student not among dead in mass grave,discuss
1613,mexican student not among bodi find in mass grave,discuss
1613,mexico say miss student not find in first mass grave,discuss
1613,bodi in mexico mass grave appar not those miss student,discuss
1613,hide mass grave may hold miss mexican student,discuss
1613,polic find mass grave with at least bodi near mexico town where student disappear after polic clash,discuss
1613,mass grave find in mexico near place where student go miss,discuss
1613,mass grave find after student disappear in mexican protest,discuss
1613,mexico check if miss student in mass grave,discuss
1613,mexico find more grave at site suspect student,discuss
1614,citi plumber truck end up in syrian war,agree
1614,plumber ha no idea how truck end up with isi,agree
1614,truck wind up in syria with islam,agree
1614,islamist terrorist ansar tweet plumber s truck fit with gun in syria,agree
1615,who say report suspect ebola case in iraq be,discuss
1615,isi get ebola,discuss
1615,iraqi health offici ebola ha kill isi fighter,discuss
1615,isi fighter have contract ebola,discuss
1615,ha ebola infect isi in,discuss
1615,who say report suspect ebola case in iraq be,discuss
1615,iraqi media isi have contract ebola,discuss
1615,who investig media report isi fighter contract ebola,discuss
1615,report isi fighter have contract ebola be say iraqi health,discuss
1615,isi contract ebola,discuss
1615,ebola outbreak updat isi fighter may have contract,discuss
1615,fear islam state could launch ebola attack on britain after fighter,discuss
1615,weapon ebola isi say contract,discuss
1615,iraqi kurdish media report isi fighter have contract ebola,discuss
1615,horror isi fighter have contract ebola,discuss
1615,isi crack down on five confirm ebola case among fighter offici,discuss
1615,is ebola spread among isi report claim jihadist seek cure at,discuss
1615,no there aren t ani ebola case in iraq,discuss
1619,doe new offic have rat infest,discuss
1619,rat at nyc offic watch your step anna,discuss
1619,rat scare off anna,discuss
1619,s fault anna s nyc offic hit with disgust rat infest rat drop on desk,discuss
1619,cond rat problem at one world trade centr from red carpet rodent drop,discuss
1619,s new offic ha big rat problem,discuss
1619,in vs rat war the rat be win,discuss
1619,now the rat be chew through,discuss
1619,anna work at new world trade center offic due rat infest,discuss
1619,s rat infest disturb new detail,discuss
1619,eat through the poop on the keyboard rat be over new world trade center offic anna longer want work there,discuss
1619,so there might be rat infest at,discuss
1622,strike in expert,discuss
1622,not nasa suggest,discuss
1622,ask for help investig crater,discuss
1622,meteor leav crater near airport,discuss
1622,small strike govern say,discuss
1622,small hit,discuss
1622,impact may be,discuss
1622,rare impact caus blast in capit,discuss
1622,report near the capit impact but expert includ nasa cast doubt on claim,discuss
1622,small strike in capit citi,discuss
1622,leav crater in capit,discuss
1622,small strike govern say,discuss
1622,make big crater in govern say,discuss
1622,leav crater in capit,discuss
1622,doubt cast over claim,discuss
1622,strike capit creat crater,discuss
1622,nasa question whether crater in caus by,discuss
1622,larg space object slam s capit as asteroid pass earth,discuss
1622,nasa rais doubt about report,discuss
1622,question rais over,discuss
1623,say the sun babi can you still her after year,agree
1623,the babi from reveal herself,agree
1623,thi is what the sun babi from look like now,agree
1623,jess smith claim she wa babi what do she get pay,discuss
1623,sun babi fan freak out over jess smith,agree
1623,it wa me student reveal she wa the babi in the sky wa pay just box toy,agree
1623,meet the student who claim she wa the sun babi,discuss
1625,ebola hoax town after famili five test posit for the ebola be fake,agree
1625,luke photojournalist by after fail attempt in yemen,unrelated
1625,updat internet report ebola outbreak in not true,agree
1625,no align on win t,unrelated
1625,isi kill iraqi soldier with ga shia mp,unrelated
1625,report appl is not happi with the life it new,unrelated
1625,align on jan will for minut caus partial weightless,unrelated
1625,tom want brian william fire over iraq report,unrelated
1625,report appl watch will need charg day,unrelated
1625,appl watch will requir charg,unrelated
1625,you not go becom weightless on januari,unrelated
1625,town after famili five test posit for the ebola,disagree
1625,report town not real share on news websit,agree
1625,align hoax on jan will for minut caus partial weightless in januari be total,unrelated
1625,appl watch life current day but may improv for launch,unrelated
1625,hold,discuss
1625,appl watch life charg,unrelated
1625,offici report that area town is under ebola is,agree
1625,appl watch user will need still work improv befor launch,unrelated
1625,nasa align on jan will for minut caus partial weightless,unrelated
1627,suspect leav crater in be link asteroid,unrelated
1627,pentagon isi airdrop,unrelated
1627,impact may be,unrelated
1627,mum offer sell twin boy save twin girl,agree
1627,isi claim have kill us journalist foley,unrelated
1627,video show american journalist behead believ real offici famili say,unrelated
1627,report appl watch will come in size,unrelated
1627,small strike govern say,unrelated
1627,shock show mother tri sell her own son pay for twin daughter cancer treatment,agree
1627,foley miss american photojournalist execut by isi in syria,unrelated
1627,pure evil islam state behead american journalist wright foley,unrelated
1627,want man respond polic facebook post that he would turn himself in,unrelated
1627,video claim behead kidnap journalist foley,unrelated
1627,obama kill journalist foley justic,unrelated
1627,david hain behead by isi execut video contain threat against uk report,unrelated
1627,find time find in boston,unrelated
1627,bunch cool health featur be cut from the appl watch at the last minut,unrelated
1627,magneto boy live magnet after get shock from street lamp,unrelated
1627,isi behead journalist wright foley on camera,unrelated
1627,tour agent tiger wood not ban,unrelated
1627,new audio show michael brown wa shoot at time,unrelated
1627,video appear show behead journalist foley who go miss in syria,unrelated
1627,report amazon launch stream servic,unrelated
1627,do kim take kim jong un s role north korea ill health rumor be fabric,unrelated
1627,pumpkin spice condom be not thing after all,unrelated
1627,leav crater in s capit,unrelated
1627,isi appear behead abduct american journalist wright foley in graphic video,unrelated
1627,expert attempt understand whether fell from pass asteroid,unrelated
1627,the man who say comcast get him fire ha file lawsuit,unrelated
1627,video purport show behead journalist by,unrelated
1627,small strike in capit citi,unrelated
1627,chug eggnog at offic parti land man in,unrelated
1627,fear journalist wright foley behead by islam state jihadist in unit state,unrelated
1627,accus boston marathon bomber sever injur in prison may never walk or talk again,unrelated
1627,audio in michael brown case by app,unrelated
1627,video purport show behead american journalist,unrelated
1627,nasa rais doubt about report,unrelated
1627,offici report that area town is under ebola is,unrelated
1627,on possibl crash present rock,unrelated
1627,isi behead american journalist foley in video,unrelated
1627,islam state releas video appar show the behead miss us journalist foley,unrelated
1627,strike in expert,unrelated
1627,hold,unrelated
1627,isi behead american photojournalist in iraq,unrelated
1627,drone ha be spot isi capit citi,unrelated
1627,scientist doubt that meteor caus crater in,unrelated
1627,islam state claim it execut american photojournalist foley,unrelated
1627,obama foley execut the world is appal,unrelated
1627,miss american journalist behead by islam state,unrelated
1627,appl watch be have app at launch report,unrelated
1627,rare impact caus blast in capit,unrelated
1627,canadian soldier shoot at ottawa war report,unrelated
1627,behead american photojournalist in iraq,unrelated
1627,report town not real share on news websit,unrelated
1627,rumor robert plant rip up million contract lead zeppelin call,unrelated
1627,obama over behead vow stay on cours,unrelated
1627,town after famili five test posit for the ebola,unrelated
1627,schoolboy almost kill by shock claim he now ha like magneto,unrelated
1627,islam state behead miss american journalist wright foley,unrelated
1627,nun give birth intend keep babi,unrelated
1627,see the crater make in,unrelated
1627,report alleg new audio michael brown shoot,unrelated
1627,luke kill dure yemen bid famili,unrelated
1627,doubt cast over claim,unrelated
1627,leav crater in capit,unrelated
1627,video show behead photojournalist foley,unrelated
1627,small hit,unrelated
1627,question rais over,unrelated
1627,foley american journalist wright foley behead in new isi video break new,unrelated
1627,foley as tireless journalist,unrelated
1627,meteor leav crater near airport,unrelated
1627,say caus blast in capit,unrelated
1627,islam state claim behead miss american journalist,unrelated
1627,evil straight from the pit hell american journalist foley behead by isi,unrelated
1627,bomb have sign my death certif miss us journalist wright foley goe hi death as isi behead him in video as warn obama,unrelated
1627,isi behead kidnap photojournalist wright foley in video the,unrelated
1627,larg space object slam s capit as asteroid pass earth,unrelated
1627,isi appear behead american photojournalist in video,unrelated
1627,kill us journalist in video,unrelated
1627,wright foley kidnap journalist appar execut by isi,unrelated
1627,leav crater in capit,unrelated
1627,make big crater in govern say,unrelated
1627,islam post video claim show behead journalist,unrelated
1627,parliament hill shoot kevin the famili hero who take down ottawa gunman,unrelated
1627,lebanon confirm hold isi chief s kin,unrelated
1627,updat internet report ebola outbreak in not true,unrelated
1627,anoth american at risk by islam state,unrelated
1627,obama murder foley the the world,unrelated
1627,isi behead american journalist,unrelated
1627,small strike govern say,unrelated
1627,seth star as steve in soni steve job biopic updat,unrelated
1627,islam state claim have behead us journalist wright foley,unrelated
1627,isi leader kill in us,unrelated
1627,nasa question whether crater in caus by,unrelated
1627,appl may launch macbook air with retina display,unrelated
1627,isi claim behead us journalist,unrelated
1627,boom in,unrelated
1627,ebola hoax town after famili five test posit for the ebola be fake,unrelated
1627,islam state claim have behead american journalist,unrelated
1627,do impact in over the weekend,unrelated
1627,mexico prosecutor student not in mass grave,unrelated
1627,journalist wright foley behead by isi,unrelated
1627,it wa me student reveal she wa the babi in the sky wa pay just box toy,unrelated
1627,cnn play alleg michael brown polic,unrelated
1627,break new isi behead miss american journalist wright foley as warn us action in iraq,unrelated
1627,shock photo mom tri sell son pay for daughter cancer treatment,agree
1627,islam state in video titl america behead american journalist wright foley who wa kidnap in,unrelated
1627,mum face as she tri sell her son fund daughter care,agree
1627,ask for help investig crater,unrelated
1627,break isi behead american journalist wright foley,unrelated
1627,isi behead american wright foley threaten more come,unrelated
1627,chin parent tri sell their son pay for medic treatment for hi sick twin sister,agree
1627,report near the capit impact but expert includ nasa cast doubt on claim,unrelated
1627,not nasa suggest,unrelated
1627,isi behead journalist foley post,unrelated
1627,group say it kill american journalist in syria,unrelated
1627,strike capit creat crater,unrelated
1627,isi support mourn death youngest fighter,unrelated
1627,isi behead photojournalist wright foley in us end it in iraq,unrelated
1627,us offici video show american execut,unrelated
1627,isi behead american journalist wright foley,unrelated
1627,from jim mom dian foley,unrelated
1627,break islam state in video behead american journalist wright foley who wa kidnap in,unrelated
1628,isi claim it kidnap gill the first western woman fall into the group hand,unrelated
1628,alleg audio michael brown shoot releas,unrelated
1628,ypg confirm gill not in,unrelated
1628,that about priest dy see god as woman come back life it s almost fake,unrelated
1628,ottawa investig report that isi ha woman,unrelated
1628,woman say she hasn t be by isi,unrelated
1628,us intel taliban man releas from gitmo in deal be back activ,discuss
1628,gill former idf soldier possibl by isi while fight with,unrelated
1628,woman by isi say she is secur,unrelated
1628,swap for have contact,discuss
1628,report woman fight islam state ha be kidnap by terror group,unrelated
1628,prison releas in tri reconnect with taliban,discuss
1628,canadian fight isi post on facebook i am safe secur,unrelated
1628,guantanamo for american pow attempt return,discuss
1628,obama murder foley the the world,unrelated
1628,mexico hit by student at least protest up murder dump in mass grave anoth be miss,unrelated
1628,student ha gain superhero power after shock,unrelated
1628,russian man wake up find hi have be steal,unrelated
1628,femal fighter say abduct by islam state read more femal fighter say abduct by islam state,unrelated
1628,hard isi claim it kidnap woman gill,unrelated
1628,lynch mob chop man off after catch him tri rape,unrelated
1628,woman kidnap by isi jerusalem post,unrelated
1628,gill wa in koban,unrelated
1628,buy redwood citi offic for,unrelated
1628,report claim gill by isi,unrelated
1628,canadian woman by isi in syria say she be actual fine still fight the jihadist despit kidnap report,unrelated
1628,watch moment tv weatherman be catch in the bush live on camera,unrelated
1628,islamist websit claim woman kidnap by is report,unrelated
1628,report taliban swap for bow suspect tri return terror,discuss
1628,report isi kidnap former idf soldier who go fight with the,unrelated
1628,woman may have be in syria report,unrelated
1628,conflict report on alleg is canadian woman,unrelated
1628,say jihadist swap for troop in touch with,discuss
1628,gill canadian citizen by isi in syria,unrelated
1628,taliban member swap by obama for bow tri return terror report,discuss
1628,break gill former idf soldier wa by isi,unrelated
1628,schoolboy who get shock from lamppost claim he now ha magnet power,unrelated
1628,ypg confirm gill not in,unrelated
1628,man ha hi cut off by mob after rape,unrelated
1628,gill woman fear kidnap by isi say she safe,unrelated
1630,nigeria say it ha deal with haram releas kidnap girl,discuss
1630,six month after abduct nigerian schoolgirl haram want free them,discuss
1630,more than kidnap nigerian girl be releas after deal reach with haram,disagree
1630,nigeria announc truce with haram fate schoolgirl unclear,discuss
1630,kill in nigeria despit alleg truce with haram,discuss
1630,nigerian doubt girl releas after haram breach,discuss
1630,that haram in nigeria isn t,agree
1630,haram nigeria claim,agree
1630,haram agre releas school girl,disagree
